sent,cue,target,prob_cue,prob_target,prob_this,cosine_distance1,cosine_distance2,cosine_distance3,cosine_distance4,more
the blue color of this lamp is neat . this blue lamp 1 5,blue</w>,lamp</w>,0.0006532160914503038,4.462428842089139e-05,2.3997183234314434e-05,0.6362380408323728,0.5392505833162711,0.5230964966691457,0.5048414869950368
the blue hat near this lamp is neat . this blue lamp 1 5,blue</w>,lamp</w>,6.639045750489458e-05,7.864478538976982e-05,4.1180286643793806e-05,0.5163479401515081,0.4694154698115129,0.48514962368286574,0.4829256431414531
the green shade of this lamp is lovely . this green lamp 1 5,green</w>,lamp</w>,0.003385685384273529,7.118948269635439e-05,1.9653931303764693e-05,0.5769956203607413,0.5100365166480725,0.4826892141539317,0.4821242414988004
the green hat near this lamp is lovely . this green lamp 1 5,green</w>,lamp</w>,0.00022399469162337482,7.970041042426601e-05,3.907454447471537e-05,0.4890868319914891,0.4360332592175557,0.4497058423092732,0.4606196857415713
the black tone of this lamp is pretty . this black lamp 1 5,black</w>,lamp</w>,0.00043840083526447415,7.749269570922479e-05,2.1036998077761382e-05,0.5030878575948569,0.4810861503848663,0.48405729004969966,0.44729002393209016
the black hat near this lamp is pretty . this black lamp 1 5,black</w>,lamp</w>,0.0002503397990949452,0.00012112166587030515,2.9810875275870785e-05,0.5035365728231577,0.4532572334775558,0.48031772443881404,0.4357908826607924
the blue tone of this lamp is nice . this blue lamp 1 5,blue</w>,lamp</w>,0.00218058074824512,8.438019722234458e-05,2.1157977244001813e-05,0.5536642865492747,0.4961976050757445,0.49160292458075744,0.4969288305594371
the blue hat above this lamp is nice . this blue lamp 1 5,blue</w>,lamp</w>,9.82368437689729e-05,8.857535431161523e-05,3.071111495955847e-05,0.5163479401515081,0.48440922452853274,0.4850822612643242,0.48896951973438263
the red tone of this lamp is lovely . this red lamp 1 5,red</w>,lamp</w>,0.0033811982721090317,6.815769302193075e-05,2.7246987883700058e-05,0.5299453150767547,0.4734248134952325,0.4750036488358791,0.4750404071349364
the red hat above this lamp is lovely . this red lamp 1 5,red</w>,lamp</w>,0.0002298166509717703,7.357887807302177e-05,4.3507439841050655e-05,0.5158125437222995,0.44738316707886183,0.4549102674310024,0.4648613700499901
the color of these red lamps is lovely . these red lamps 4 5,red</w>,lamps</w>,0.00033252485445700586,6.596506409550784e-06,5.362810043152422e-05,0.5471882671117783
"this picture ' s hats are red , lamps yellow , and pens white . these red lamps 4 6",red</w>,lamps</w>,0.0004988857544958591,1.5435784007422626e-05,0.00011812055163318291,0.5541887983966333,0.5136176485281724
the black tint of this lamp is stylish . this black lamp 1 5,black</w>,lamp</w>,0.0003023607423529029,0.00010663273133104667,2.5401384846190922e-05,0.5631829316799457,0.5274594133863082,0.5158852694126276,0.45592544285150677
the black hat above this lamp is stylish . this black lamp 1 5,black</w>,lamp</w>,0.00017422785458620638,8.150707435561344e-05,4.6664201363455504e-05,0.5035365728231577,0.4604488912110145,0.4826447195731677,0.4445979457635146
the yellow hue of this lamp is pretty . this yellow lamp 1 5,yellow</w>,lamp</w>,0.001882787561044097,7.964215183164924e-05,1.8439473933540285e-05,0.5972090982473813,0.510711156978057,0.47775747455083406,0.5248179963001838
the yellow hat above this lamp is pretty . this yellow lamp 1 5,yellow</w>,lamp</w>,0.00018198580073658377,8.346162212546915e-05,3.778866448556073e-05,0.5032158734706732,0.4507707729935646,0.4512982081908446,0.5149821455662067
the green shade of this lamp is pretty . this green lamp 1 5,green</w>,lamp</w>,0.003546934574842453,9.787334420252591e-05,1.710913966235239e-05,0.5769956203607413,0.5100365166480725,0.4826892141539317,0.4821242414988004
the green hat below this lamp is pretty . this green lamp 1 5,green</w>,lamp</w>,0.00012711997260339558,9.369608596898615e-05,3.4937016607727855e-05,0.4890868319914891,0.43798582542401093,0.43528113428216714,0.46615557028697086
the color of these green lamps is pretty . these green lamps 4 5,green</w>,lamps</w>,0.0002554940292611718,1.017609338305192e-05,6.112107075750828e-05,0.5614694402768061
"this screen ' s hats are green , lamps red , and toys purple . these green lamps 4 6",green</w>,lamps</w>,0.00038330978713929653,9.342646990262438e-06,0.00011637560237431899,0.5719636955226843,0.5337669471135507
the black shade of this lamp is pretty . this black lamp 1 5,black</w>,lamp</w>,0.0004299932043068111,0.00010789433144964278,1.4643853319284972e-05,0.5539057701826096,0.5385438782664446,0.5174762961956171,0.4591356939994372
the black hat below this lamp is pretty . this black lamp 1 5,black</w>,lamp</w>,0.00022522722429130226,0.00010750864021247253,3.299030868220143e-05,0.5035365728231577,0.4360582765478354,0.4676758199930191,0.4436818922941501
the yellow tint of this lamp is stylish . this yellow lamp 1 5,yellow</w>,lamp</w>,0.001384093426167965,8.33123194752261e-05,2.459578354319092e-05,0.578857809305191,0.50643906971583,0.4806177237859139,0.5212242740851182
the yellow hat below this lamp is stylish . this yellow lamp 1 5,yellow</w>,lamp</w>,7.893137080827728e-05,9.329391468781978e-05,5.114913801662624e-05,0.5032158734706732,0.43615102997192967,0.4423281206534459,0.5159206413305722
the color of these yellow lamps is stylish . these yellow lamps 4 5,yellow</w>,lamps</w>,0.00016554539615754038,6.120058969827369e-06,6.411157664842904e-05,0.5716598286078527
"this display ' s hats are yellow , lamps blue , and pens pink . these yellow lamps 4 6",yellow</w>,lamps</w>,0.0004989776643924415,1.007566515909275e-05,0.00011900778918061405,0.5637338161468506,0.556274801492691
the red tone of this lamp is neat . this red lamp 1 5,red</w>,lamp</w>,0.002662380924448371,7.036151509964839e-05,3.405725510674529e-05,0.5299453150767547,0.4734248134952325,0.4750036488358791,0.4750404071349364
the red book near this lamp is neat . this red lamp 1 5,red</w>,lamp</w>,0.00010093396849697456,8.752543362788856e-05,2.5778699637157843e-05,0.4801379763163053,0.4293457871446243,0.4539245510330567,0.4626633685368758
the color of these red lamps is neat . these red lamps 4 5,red</w>,lamps</w>,0.00021583058696705848,1.045725821313681e-05,4.6579789341194555e-05,0.5471882671117783
"this display ' s books are red , lamps blue , and bikes white . these red lamps 4 6",red</w>,lamps</w>,0.0011101476848125458,1.1633651411102619e-05,0.0001153402918134816,0.5403217640347205,0.5104712568796598
the black hue of this lamp is stylish . this black lamp 1 5,black</w>,lamp</w>,0.0002193164109485224,9.935439447872341e-05,2.9598113542306237e-05,0.5709084834043796,0.5331127718091011,0.5155922483939391,0.453753812954976
the black book near this lamp is stylish . this black lamp 1 5,black</w>,lamp</w>,0.00018866753089241683,0.00010065208334708586,3.0784340196987614e-05,0.4967636168003082,0.45556538781294453,0.47180995459739977,0.4431901505360237
the yellow tint of this lamp is lovely . this yellow lamp 1 5,yellow</w>,lamp</w>,0.0015750196762382984,5.940485789324157e-05,1.8612146959640086e-05,0.578857809305191,0.50643906971583,0.4806177237859139,0.5212242740851182
the yellow book near this lamp is lovely . this yellow lamp 1 5,yellow</w>,lamp</w>,0.00016285981109831482,7.149188604671508e-05,3.1672188924858347e-05,0.4958132803440094,0.4320792658970906,0.44829833851410794,0.5059752876941974
the red hue of this lamp is stylish . this red lamp 1 5,red</w>,lamp</w>,0.0014656629646196961,8.12148064142093e-05,2.8841530365752988e-05,0.5817024272221786,0.5082610690822968,0.4923037112905429,0.48022355368504155
the red book above this lamp is stylish . this red lamp 1 5,red</w>,lamp</w>,0.00028264045249670744,6.797835521865636e-05,3.6739664210472256e-05,0.4801379763163053,0.4336741721400848,0.44356920226262164,0.4620505582827788
